CUST_ID,TENURE,BALANCE_FREQUENCY_RANGE,PURCHASES_FREQUENCY_RANGE,ONEOFF_PURCHASES_FREQUENCY_RANGE,PURCHASES_INSTALLMENTS_FREQUENCY_RANGE,CASH_ADVANCE_FREQUENCY_RANGE,PRC_FULL_PAYMENT_RANGE,BALANCE_RANGE,PURCHASES_RANGE,ONEOFF_PURCHASES_RANGE,INSTALLMENTS_PURCHASES_RANGE,CASH_ADVANCE_RANGE,CREDIT_LIMIT_RANGE,PAYMENTS_RANGE,MINIMUM_PAYMENTS_RANGE,PURCHASES_TRX_RANGE,CASH_ADVANCE_TRX_RANGE,cluster
C17806,11,10,0,0,0,1,0,3,0,0,0,1,3,1,1,0,1,3
C17807,12,10,0,0,0,4,0,3,0,0,0,3,3,2,3,0,3,1
C17808,12,10,10,0,10,0,10,1,2,0,2,0,3,2,1,6,0,0
C17809,12,10,0,0,0,4,0,3,0,0,0,1,3,2,1,0,1,3
C17810,10,9,9,0,8,0,8,1,1,0,1,0,3,1,1,4,0,0
C17811,12,2,2,0,2,0,5,1,1,0,1,0,3,1,1,1,0,3
C17812,12,10,10,0,10,0,0,1,2,0,2,0,3,2,1,3,0,0
C17813,12,2,2,0,2,0,10,1,2,0,2,0,4,4,1,1,0,0
C17814,12,10,1,1,0,1,0,3,1,1,0,1,3,2,3,1,1,3
C17815,12,10,10,2,9,0,10,1,3,2,3,0,2,3,1,5,0,0
C17816,12,10,10,0,10,0,0,3,2,0,2,0,2,2,3,6,0,0
C17817,11,10,9,5,6,5,0,3,3,2,3,2,3,2,2,5,4,2
C17818,12,10,0,0,0,1,0,2,0,0,0,1,3,1,1,0,1,3
C17819,12,10,9,0,9,0,10,1,3,0,3,0,4,3,1,4,0,0
C17820,12,10,3,3,0,0,2,1,3,3,0,0,4,3,1,2,0,3
C17821,12,10,10,3,9,4,0,3,3,1,3,3,4,2,2,4,2,2
C17822,12,10,5,1,4,0,0,1,3,2,2,0,3,2,1,2,0,0
C17823,12,10,4,2,1,5,1,1,1,1,1,2,2,2,1,1,2,3
C17824,11,2,0,0,0,2,0,1,0,0,0,5,5,0,2,0,2,3
C17825,6,10,10,0,9,0,5,1,3,0,3,0,2,2,1,2,0,0
C17826,12,10,7,3,5,5,0,4,1,1,1,4,4,3,2,2,3,1
C17827,9,8,0,0,0,6,0,5,0,0,0,5,5,3,3,0,2,1
C17828,12,10,0,0,0,3,0,2,0,0,0,1,2,1,1,0,1,3
C17829,12,10,0,0,0,4,0,1,0,0,0,2,2,2,1,0,2,3
C17830,12,10,0,0,0,4,0,2,0,0,0,3,3,1,1,0,1,3
C17831,12,5,6,0,5,0,5,1,1,0,1,0,4,2,1,2,0,0
C17832,12,10,0,0,0,3,1,1,0,0,0,2,2,3,1,0,1,3
C17833,12,10,9,1,9,2,0,2,2,1,1,1,2,3,2,3,1,0
C17834,12,10,10,0,10,0,5,1,1,0,1,0,4,1,1,3,0,0
C17835,12,10,10,10,5,0,6,1,4,3,2,0,3,4,1,7,0,2
C17836,12,10,10,0,10,0,10,1,1,0,1,0,4,1,1,3,0,0
C17837,12,10,0,0,0,1,0,4,0,0,0,3,4,3,2,0,1,1
C17838,12,10,10,0,10,0,10,1,2,0,2,0,3,1,1,6,0,0
C17839,12,10,0,0,0,1,1,2,0,0,0,1,3,3,1,0,1,3
C17840,12,10,1,1,0,4,0,3,3,3,0,3,3,2,3,1,2,1
C17841,12,10,0,0,0,2,0,3,0,0,0,3,3,1,1,0,1,3
C17842,12,7,6,0,5,0,5,1,1,0,1,0,3,1,1,2,0,0
C17843,12,10,0,0,0,1,0,3,0,0,0,1,3,2,4,0,1,3
C17844,12,9,8,0,8,0,6,1,3,0,3,0,3,3,1,2,0,0
C17845,12,1,1,0,1,0,5,1,1,0,1,0,4,1,1,1,0,3
C17846,12,10,5,5,0,0,0,1,1,1,0,0,1,1,1,2,0,3
C17847,12,3,2,0,2,0,0,1,1,0,1,0,3,2,1,1,0,3
C17848,12,10,0,0,0,1,0,3,0,0,0,2,3,2,2,0,1,3
C17849,12,1,1,1,0,0,0,1,1,1,0,0,3,0,2,1,0,3
C17850,12,10,10,0,10,0,2,1,2,0,2,0,3,2,1,6,0,0
C17851,11,10,0,0,0,10,3,5,0,0,0,6,5,6,3,0,7,1
C17852,12,10,10,0,10,0,0,1,1,0,1,0,4,1,1,5,0,0
C17853,12,6,5,0,5,0,10,1,1,0,1,0,4,1,1,2,0,0
C17854,12,10,0,0,0,3,0,2,0,0,0,2,2,1,1,0,4,3
C17855,12,10,0,0,0,5,1,4,0,0,0,5,4,5,2,0,2,1
C17856,10,10,7,7,0,4,0,3,1,1,0,3,3,2,2,2,2,1
C17857,12,10,10,0,10,0,1,1,3,0,3,0,1,3,3,3,0,0
C17858,12,7,4,1,3,0,0,1,1,1,1,0,4,1,1,2,0,3
C17859,12,9,8,0,7,0,8,1,1,0,1,0,3,1,1,4,0,0
C17860,12,10,10,7,8,4,0,3,3,3,1,3,4,2,2,6,2,2
C17861,12,10,10,10,5,0,10,1,3,3,1,0,4,3,1,7,0,2
C17862,12,10,1,0,1,5,0,3,1,0,1,2,3,3,2,1,3,1
C17863,12,10,10,1,10,3,1,2,2,1,2,2,2,3,2,3,2,0
C17864,8,3,3,0,3,0,0,1,1,0,1,0,3,1,1,1,0,3
C17865,12,6,10,3,10,0,0,1,3,2,2,0,3,3,1,6,0,0
C17866,12,10,10,0,10,0,5,1,2,0,2,0,4,2,1,3,0,0
C17867,12,10,10,10,0,0,0,2,4,4,0,0,4,3,1,8,0,2
C17868,12,9,9,0,8,0,4,1,2,0,2,0,3,2,1,2,0,0
C17869,12,10,3,0,3,0,0,1,1,0,1,0,4,1,1,1,0,3
C17870,12,1,1,1,0,0,0,1,1,1,0,0,3,1,2,1,0,3
C17871,12,10,8,0,7,0,0,1,2,0,2,0,3,1,1,5,0,0
C17872,12,10,5,0,5,3,0,3,1,0,1,1,3,2,3,2,1,3
C17873,7,10,0,0,0,3,0,3,0,0,0,3,4,1,1,0,1,3
C17874,12,10,0,0,0,2,2,4,0,0,0,5,5,5,2,0,1,1
C17875,11,5,1,1,0,1,0,1,1,1,0,1,5,1,1,1,1,3
C17876,8,10,10,8,7,0,0,3,1,1,1,0,3,1,1,4,0,0
C17877,12,10,8,8,0,5,0,3,1,1,0,1,3,1,1,3,2,3
C17878,12,8,3,0,3,5,0,3,2,0,2,5,4,3,3,5,6,1
C17879,12,0,2,0,2,0,1,0,1,0,1,0,4,1,1,1,0,3
C17880,12,10,0,0,0,3,0,3,0,0,0,2,3,1,1,0,1,3
C17881,12,10,0,0,0,2,1,1,0,0,0,3,3,3,1,0,1,3
C17882,12,10,9,2,8,4,0,3,3,1,3,3,3,3,2,5,2,2
C17883,12,10,4,4,0,3,0,3,1,1,0,3,3,3,1,1,3,1
C17884,12,2,10,0,10,0,0,1,2,0,2,0,3,2,1,4,0,0
C17885,12,10,2,2,0,0,0,3,1,1,0,0,4,1,2,2,0,3
C17886,12,9,8,7,6,0,10,1,4,3,3,0,3,4,1,7,0,2
C17887,6,9,0,0,0,7,0,3,0,0,0,3,3,2,1,0,2,1
C17888,12,10,1,1,0,2,0,3,1,1,0,2,3,2,3,1,1,3
C17889,12,10,0,0,0,4,0,3,0,0,0,3,3,1,2,0,3,1
C17890,12,10,0,0,0,1,0,5,0,0,0,2,5,4,3,0,1,1
C17891,12,10,0,0,0,5,0,4,0,0,0,4,5,3,2,0,3,1
C17892,12,10,0,0,0,1,0,3,0,0,0,3,3,2,2,0,1,3
C17893,12,10,10,0,10,0,10,1,1,0,1,0,4,1,1,3,0,0
C17894,12,10,3,3,0,8,0,4,3,3,0,6,5,6,3,1,3,1
C17895,12,10,10,2,10,0,1,1,3,1,3,0,3,3,1,4,0,0
C17896,12,10,6,0,5,0,0,1,1,0,1,0,3,1,1,2,0,0
C17897,9,9,9,0,7,0,4,1,1,0,1,0,3,1,1,2,0,0
C17898,12,10,10,3,9,0,3,2,4,2,3,0,4,3,1,5,0,2
C17899,12,10,8,4,5,2,0,3,2,1,1,3,3,2,2,5,1,0
C17900,12,5,5,5,0,0,10,1,3,3,0,0,3,4,1,2,0,3
C17901,12,10,1,1,0,1,0,2,1,1,0,2,3,1,1,1,1,3
C17902,11,10,1,1,0,5,0,1,1,1,0,1,1,1,1,1,1,3
C17903,12,9,10,0,10,0,3,1,1,0,1,0,3,1,1,3,0,0
C17904,12,6,4,4,0,0,10,1,3,3,0,0,2,3,1,4,0,0
C17905,12,10,0,0,0,5,0,1,0,0,0,2,2,2,1,0,4,1
C17906,12,10,10,10,5,0,0,1,1,1,1,0,4,2,1,4,0,2
C17907,12,6,4,0,3,0,5,1,1,0,1,0,2,1,1,1,0,3
C17908,12,7,6,1,5,0,0,1,1,1,1,0,3,1,1,2,0,0
C17909,12,10,1,1,0,0,0,2,1,1,0,0,3,3,1,1,0,3
C17910,12,10,10,0,10,0,0,1,1,0,1,0,3,1,1,5,0,0
C17911,8,10,5,5,0,7,0,2,1,1,0,3,3,3,2,1,5,1
C17912,12,10,10,3,10,0,0,4,4,4,3,0,5,3,2,5,0,2
C17913,12,10,10,0,10,0,0,3,2,0,2,0,2,1,5,4,0,0
C17914,12,8,1,1,0,0,0,1,1,1,0,0,3,1,1,1,0,3
C17915,12,10,0,0,0,2,0,3,0,0,0,3,3,1,1,0,2,3
C17916,12,10,0,0,0,4,0,3,0,0,0,4,3,3,2,0,2,1
C17917,12,10,8,6,3,0,3,1,3,3,1,0,4,3,1,5,0,2
C17919,12,10,2,2,0,6,0,2,1,1,0,1,2,2,1,1,2,3
C17920,7,3,10,0,9,0,0,1,1,0,1,0,3,1,1,2,0,0
C17921,12,10,0,0,0,2,0,1,0,0,0,2,2,3,1,0,1,3
C17922,12,10,9,0,9,0,8,1,3,0,3,0,4,3,1,2,0,0
C17923,12,3,3,0,3,0,10,1,1,0,1,0,3,1,1,1,0,3
C17924,12,10,1,1,0,0,0,3,1,1,0,0,3,2,2,1,0,3
C17925,12,10,10,0,10,0,0,3,1,0,1,0,3,2,4,3,0,0
C17926,12,10,0,0,0,2,0,2,0,0,0,3,3,3,1,0,1,3
C17927,12,10,8,5,4,0,1,1,3,2,1,0,4,3,1,4,0,2
C17928,12,10,9,3,8,1,3,1,3,1,2,1,3,3,1,5,1,0
C17929,6,9,9,2,7,2,3,1,1,1,1,2,3,1,1,3,1,0
C17930,9,9,0,0,0,9,5,1,0,0,0,3,3,3,1,0,7,1
C17931,12,10,0,0,0,3,0,3,0,0,0,3,3,1,1,0,2,3
C17933,11,10,7,0,7,0,0,2,1,0,1,0,2,1,3,2,0,0
C17934,10,9,0,0,0,1,2,2,0,0,0,3,3,3,1,0,1,3
C17935,12,8,7,0,6,0,9,1,2,0,2,0,2,3,1,2,0,0
C17937,6,10,0,0,0,4,5,2,0,0,0,3,3,3,1,0,1,3
C17938,11,10,4,4,0,0,0,3,3,3,0,0,3,3,2,8,0,2
C17939,12,10,10,2,9,0,10,1,3,2,2,0,3,3,1,5,0,0
C17940,12,10,0,0,0,1,0,1,0,0,0,2,4,2,1,0,1,3
C17941,12,10,5,2,4,5,0,3,1,1,1,3,3,3,2,2,5,1
C17942,12,6,8,0,7,0,3,1,1,0,1,0,4,1,1,2,0,0
C17943,10,10,1,1,0,5,1,1,1,1,0,2,3,3,1,1,1,3
C17944,12,10,10,0,10,0,7,1,1,0,1,0,2,1,1,3,0,0
C17945,12,10,10,0,10,2,0,3,3,0,3,1,3,3,3,6,1,0
C17946,12,10,0,0,0,2,0,3,0,0,0,1,3,1,2,0,1,3
C17947,11,10,3,0,2,0,3,1,1,0,1,0,4,2,1,1,0,3
C17948,12,10,10,6,10,0,0,2,2,1,1,0,3,3,1,6,0,0
C17950,12,3,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,3
C17951,12,10,1,1,0,3,0,1,1,1,0,1,1,2,1,1,1,3
C17952,12,10,10,10,10,0,10,1,3,2,2,0,3,3,1,6,0,2
C17953,12,10,4,1,2,4,0,3,1,1,1,2,3,1,1,2,2,3
C17954,12,10,10,0,10,1,3,1,4,0,4,1,4,4,4,3,1,0
C17955,10,1,2,0,2,0,0,1,1,0,1,0,3,1,2,1,0,3
C17956,12,10,0,0,0,2,0,3,0,0,0,3,5,2,2,0,3,1
C17957,12,6,3,0,3,0,0,1,1,0,1,0,2,2,1,1,0,3
C17958,12,10,5,4,2,2,0,3,1,1,1,3,3,2,2,2,2,1
C17959,12,10,4,0,4,0,0,1,1,0,1,0,3,1,1,1,0,3
C17960,12,10,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,3
C17962,8,10,10,2,9,5,0,4,3,1,2,4,4,3,2,4,2,1
C17963,11,7,7,7,0,0,8,1,2,2,0,0,5,2,1,3,0,3
C17964,7,9,6,0,5,2,0,3,1,0,1,3,3,1,1,2,1,3
C17965,12,10,3,0,3,0,0,1,1,0,1,0,3,1,1,1,0,3
C17966,12,10,0,0,0,2,0,2,0,0,0,1,3,1,1,0,1,3
C17967,12,10,0,0,0,2,0,3,0,0,0,3,3,2,1,0,1,3
C17968,12,4,4,0,3,0,0,1,1,0,1,0,3,1,1,1,0,3
C17969,12,10,10,0,10,0,7,1,2,0,2,0,3,3,1,5,0,0
C17970,12,10,10,10,7,1,0,3,5,4,2,1,3,4,2,7,1,2
C17971,12,10,4,1,3,0,0,2,2,1,1,0,4,1,1,1,0,3
C17972,12,10,10,10,9,0,0,3,4,3,3,0,5,5,2,7,0,2
C17973,12,10,10,0,10,0,10,1,1,0,1,0,3,1,1,3,0,0
C17974,12,10,1,0,1,0,0,2,1,0,1,0,2,0,2,1,0,3
C17975,12,10,1,1,0,3,0,6,1,1,0,5,6,3,3,1,1,1
C17976,12,10,7,5,6,0,1,1,1,1,1,0,3,2,1,3,0,0
C17977,12,10,10,0,10,0,0,1,2,0,2,0,2,2,1,3,0,0
C17978,12,10,0,0,0,3,0,3,0,0,0,3,4,2,1,0,2,1
C17979,12,10,8,2,6,0,0,1,3,3,1,0,3,2,1,4,0,0
C17980,12,2,1,1,0,0,0,1,1,1,0,0,2,3,1,1,0,3
C17981,12,5,10,0,10,0,2,1,2,0,2,0,3,2,1,6,0,0
C17982,12,10,7,2,6,5,0,4,3,1,3,3,4,3,4,7,4,1
C17983,6,9,0,0,0,2,0,3,0,0,0,3,3,1,1,0,2,3
C17984,12,10,0,0,0,2,0,3,0,0,0,2,3,3,1,0,2,3
C17985,8,9,0,0,0,3,0,3,0,0,0,3,3,1,1,0,1,3
C17986,12,10,4,0,4,4,0,2,1,0,1,2,2,3,3,1,2,1
C17988,12,10,0,0,0,2,0,3,0,0,0,2,3,1,1,0,1,3
C17989,12,4,4,0,4,0,4,1,1,0,1,0,4,1,1,1,0,3
C17990,12,0,10,0,10,0,0,0,1,0,1,0,3,1,2,3,0,0
C17991,12,10,0,0,0,2,0,3,0,0,0,1,3,1,2,0,1,3
C17992,12,10,10,0,9,0,4,1,1,0,1,0,4,1,1,4,0,0
C17993,12,3,3,0,3,0,10,1,1,0,1,0,3,1,1,1,0,3
C17994,12,10,1,1,0,5,0,2,1,1,0,3,3,3,1,1,2,1
C17995,12,10,0,0,0,3,0,3,0,0,0,1,2,2,2,0,2,3
C17996,12,10,10,0,10,0,1,1,2,0,2,0,3,2,1,6,0,0
C17997,12,10,4,4,0,5,1,4,1,1,0,6,5,5,3,2,3,1
C17998,12,10,10,5,10,0,0,3,3,3,3,0,3,3,2,7,0,2
C17999,12,0,8,0,8,0,0,0,1,0,1,0,4,2,2,4,0,0
C18000,12,7,4,0,4,0,0,1,1,0,1,0,3,1,1,1,0,3
C18001,12,2,2,2,0,0,0,1,3,3,0,0,3,3,1,2,0,3
C18002,12,9,4,0,4,0,0,1,1,0,1,0,2,1,1,1,0,3
C18003,12,10,4,3,3,5,0,1,2,1,1,1,3,1,1,3,2,3
C18004,12,10,10,3,10,0,0,3,2,1,1,0,3,2,4,5,0,0
C18005,12,10,9,0,8,0,4,1,2,0,2,0,3,2,1,2,0,0
C18006,12,10,10,10,10,0,9,1,4,4,3,0,3,4,1,7,0,2
C18007,12,10,10,1,10,5,0,3,3,1,2,3,3,3,2,4,2,0
C18008,12,10,9,0,8,0,9,1,2,0,2,0,2,2,1,3,0,0
C18009,12,10,9,0,9,0,8,1,3,0,3,0,2,3,1,2,0,0
C18010,12,10,0,0,0,2,0,2,0,0,0,2,3,2,1,0,1,3
C18011,12,10,4,0,4,0,0,1,1,0,1,0,3,1,1,1,0,3
C18012,12,10,10,0,10,0,0,1,1,0,1,0,3,1,2,3,0,0
C18013,12,10,9,0,8,1,5,1,2,0,2,1,3,2,1,3,1,0
C18014,12,10,4,2,2,0,0,2,2,2,1,0,3,2,1,1,0,3
C18015,9,7,3,3,0,0,0,2,3,3,0,0,3,1,1,1,0,3
C18016,12,9,9,0,9,0,0,1,3,0,3,0,4,3,1,2,0,0
C18017,12,10,0,0,0,4,0,3,0,0,0,2,3,1,1,0,3,1
C18018,8,9,9,0,8,0,0,1,1,0,1,0,3,1,1,2,0,0
C18019,12,10,6,2,5,4,1,3,2,2,1,3,3,4,1,4,1,1
C18020,12,10,2,2,0,5,0,3,2,2,0,4,5,1,2,1,2,1
C18021,7,9,9,8,8,3,4,1,3,2,3,1,2,3,1,5,1,2
C18022,12,7,4,4,0,0,7,1,1,1,0,0,3,2,1,1,0,3
C18023,12,10,5,2,3,4,0,3,1,1,1,3,4,2,3,2,1,1
C18024,12,10,1,1,0,1,0,3,1,1,0,2,5,4,2,1,1,1
C18025,12,10,10,5,8,0,0,3,3,2,2,0,5,2,1,6,0,2
C18026,12,5,0,0,0,3,2,2,0,0,0,3,5,5,2,0,1,1
C18027,11,10,3,3,0,0,2,1,1,1,0,0,5,2,1,1,0,3
C18028,12,10,10,10,10,0,10,2,5,2,4,0,5,4,1,7,0,2
C18029,12,10,10,0,10,0,0,3,1,0,1,0,2,2,2,3,0,0
C18031,12,10,10,10,7,0,1,2,3,3,2,0,2,3,1,6,0,2
C18032,12,10,10,10,1,0,10,1,4,4,1,0,4,4,1,6,0,2
C18033,12,10,10,5,5,0,10,1,3,2,2,0,3,3,1,4,0,0
C18034,12,10,1,1,0,1,1,3,1,1,0,1,3,3,1,1,1,3
C18035,12,10,10,5,7,0,0,3,3,3,2,0,3,1,1,5,0,2
C18036,12,5,5,0,5,0,4,1,1,0,1,0,3,1,1,1,0,0
C18037,12,10,5,5,0,2,0,1,2,2,0,1,1,2,1,3,1,3
C18038,12,10,9,0,9,0,10,1,3,0,3,0,3,3,1,2,0,0
C18039,12,10,5,5,0,5,1,3,1,1,0,3,3,3,1,2,3,1
C18040,12,10,10,0,10,0,4,1,4,0,4,0,4,4,4,3,0,0
C18041,12,10,0,0,0,4,0,2,0,0,0,2,2,1,1,0,1,3
C18042,12,10,10,0,10,0,10,1,3,0,3,0,3,3,1,3,0,0
C18043,9,8,0,0,0,6,0,3,0,0,0,3,3,2,1,0,4,1
C18044,12,0,10,0,10,0,0,0,1,0,1,0,2,0,2,3,0,0
C18045,12,10,10,0,10,0,10,1,3,0,3,0,3,3,1,3,0,0
C18046,12,4,2,2,0,0,0,1,3,3,0,0,3,2,1,1,0,3
C18047,12,0,10,0,10,0,0,0,3,0,3,0,3,3,1,3,0,0
C18048,12,10,3,0,3,0,0,2,1,0,1,0,2,1,1,1,0,3
C18049,12,10,0,0,0,6,0,1,0,0,0,2,1,2,1,0,3,3
C18050,12,10,10,0,10,1,0,3,2,0,2,3,3,1,6,5,1,0
C18051,12,10,7,5,5,5,0,3,3,3,1,3,4,3,3,4,5,1
C18052,12,10,1,1,0,5,0,3,1,1,0,3,4,2,2,1,2,1
C18053,12,10,7,4,4,4,0,3,3,2,1,3,5,2,3,4,2,1
C18054,12,10,7,5,3,5,0,2,3,2,1,3,4,3,1,2,3,1
C18055,12,10,4,1,3,2,0,2,1,1,1,1,3,3,2,2,1,3
C18056,12,10,10,2,10,0,1,2,4,1,4,0,4,4,4,4,0,2
C18057,12,4,5,0,5,0,10,1,1,0,1,0,4,2,1,1,0,0
C18058,12,7,6,0,5,1,0,2,2,0,2,3,3,2,2,3,1,0
C18059,12,4,4,0,4,0,1,1,1,0,1,0,3,2,1,1,0,3
C18060,12,10,10,6,10,0,0,3,4,3,3,0,5,3,1,8,0,2
C18061,12,10,2,0,2,0,0,1,1,0,1,0,3,2,1,1,0,3
C18062,12,10,0,0,0,1,0,3,0,0,0,1,3,1,2,0,1,3
C18063,12,10,10,0,9,0,10,1,2,0,2,0,3,2,1,3,0,0
C18064,12,10,1,1,0,0,0,3,1,1,0,0,3,1,1,1,0,3
C18065,12,10,10,6,9,2,1,3,3,3,3,2,3,4,2,6,1,2
C18066,12,5,6,0,6,0,1,1,2,0,2,0,4,2,1,2,0,0
C18067,12,10,5,5,0,0,0,3,3,3,0,0,3,3,3,2,0,2
C18068,11,6,7,0,7,0,10,1,1,0,1,0,3,2,1,2,0,0
C18069,12,10,0,0,0,2,0,2,0,0,0,1,2,1,1,0,1,3
C18070,11,10,1,1,0,0,0,2,1,1,0,0,2,1,1,1,0,3
C18071,12,10,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,3
C18072,7,8,0,0,0,3,0,1,0,0,0,2,3,1,1,0,1,3
C18073,12,10,0,0,0,3,1,2,0,0,0,3,3,3,1,0,1,3
C18074,12,10,0,0,0,5,2,2,0,0,0,4,3,3,2,0,3,1
C18075,12,1,0,0,0,1,0,1,0,0,0,3,3,0,2,0,1,3
C18076,11,10,0,0,0,8,0,4,0,0,0,5,5,3,3,0,4,1
C18077,12,10,10,0,10,0,2,1,1,0,1,0,3,1,1,3,0,0
C18078,12,6,4,4,0,0,7,1,1,1,0,0,3,1,1,1,0,3
C18079,12,7,5,0,5,0,5,1,1,0,1,0,4,1,1,2,0,0
C18080,12,10,1,1,0,0,0,3,1,1,0,0,3,1,1,1,0,3
C18081,12,10,10,1,10,0,2,1,1,1,1,0,3,1,1,3,0,0
C18082,12,10,1,1,0,1,1,1,1,1,0,1,1,2,1,1,1,3
C18083,12,10,0,0,0,7,0,5,0,0,0,4,5,3,3,0,3,1
C18084,12,10,10,0,10,0,0,3,3,0,3,0,3,3,3,5,0,0
C18085,12,10,6,0,5,3,0,3,1,0,1,2,3,3,2,2,2,1
C18086,12,10,10,0,10,5,0,1,1,0,1,1,2,1,1,3,2,0
C18088,12,10,1,1,0,2,0,3,1,1,0,2,3,1,2,1,2,3
C18089,12,10,2,2,0,1,0,2,2,2,0,1,2,2,1,1,1,3
C18090,12,0,10,0,10,0,0,0,1,0,1,0,3,1,2,3,0,0
C18091,12,10,10,0,10,5,0,3,3,0,3,3,5,3,3,8,2,2
C18092,12,3,1,1,0,0,0,1,1,1,0,0,6,1,1,1,0,3
C18093,12,10,7,0,7,0,0,3,1,0,1,0,2,1,6,2,0,0
C18094,12,10,8,0,7,0,0,3,1,0,1,0,2,2,2,3,0,0
C18095,9,10,2,2,0,0,0,1,1,1,0,0,2,1,1,1,0,3
C18096,12,10,7,7,0,0,0,3,3,3,0,0,3,1,2,5,0,2
C18097,12,10,2,2,0,2,0,1,1,1,0,1,1,1,1,1,1,3
C18098,12,10,10,1,10,0,0,3,3,1,3,0,3,1,2,6,0,0
C18099,12,10,5,0,5,0,0,2,1,0,1,0,3,2,1,3,0,0
C18100,12,10,10,0,10,0,1,1,2,0,2,0,3,1,1,5,0,0
C18101,12,10,2,0,2,0,0,1,1,0,1,0,2,1,3,1,0,3
C18102,12,10,6,5,1,0,0,3,3,3,1,0,3,3,3,2,0,2
C18103,12,10,10,3,10,0,9,1,3,1,3,0,3,3,1,5,0,0
C18104,12,10,10,3,10,0,0,1,2,1,1,0,3,1,1,6,0,0
C18105,12,10,0,0,0,1,0,3,0,0,0,1,3,1,1,0,1,3
C18106,12,6,10,0,10,0,6,1,2,0,2,0,4,3,1,3,0,0
C18107,12,1,10,0,10,0,0,1,1,0,1,0,4,1,2,3,0,0
C18108,12,10,0,0,0,2,2,3,0,0,0,4,3,4,1,0,1,1
C18109,12,10,10,0,10,0,0,1,1,0,1,0,3,1,1,4,0,0
C18110,12,10,10,5,10,0,7,1,3,2,2,0,3,3,1,7,0,2
C18111,12,10,0,0,0,6,0,3,0,0,0,3,3,3,1,0,3,1
C18112,12,10,10,0,10,0,0,2,1,0,1,0,2,3,2,3,0,0
C18113,12,10,10,6,10,0,2,2,4,3,1,0,3,2,1,7,0,2
C18114,12,10,10,3,10,0,0,3,3,1,3,0,4,3,3,4,0,2
C18115,8,9,0,0,0,5,0,4,0,0,0,4,4,2,2,0,2,1
C18116,12,9,3,3,0,0,0,2,4,4,0,0,5,5,1,1,0,2
C18117,12,4,4,4,0,0,4,1,3,3,0,0,5,4,1,5,0,2
C18118,12,10,5,0,5,3,1,3,1,0,1,3,5,3,3,1,3,1
C18119,12,10,10,0,10,0,0,1,1,0,1,0,3,1,1,5,0,0
C18120,7,9,0,0,0,3,3,1,0,0,0,1,3,1,1,0,1,3
C18121,12,10,10,0,10,0,0,1,1,0,1,0,2,1,3,6,0,0
C18122,12,5,5,0,5,0,0,1,1,0,1,0,4,1,1,1,0,3
C18123,12,10,0,0,0,1,1,1,0,0,0,1,3,3,1,0,1,3
C18124,12,10,10,0,10,0,4,1,1,0,1,0,3,1,1,3,0,0
C18125,12,10,10,10,10,0,6,2,5,3,4,0,3,4,1,8,0,2
C18126,12,10,10,0,10,0,7,1,1,0,1,0,2,1,1,6,0,0
C18127,7,10,5,0,3,3,0,4,1,0,1,2,5,2,2,1,1,1
C18128,12,10,10,1,10,0,0,3,1,1,1,0,2,2,3,3,0,0
C18129,12,5,10,0,10,0,6,1,1,0,1,0,3,2,1,3,0,0
C18130,12,10,9,0,9,0,10,1,1,0,1,0,4,1,1,2,0,0
C18131,12,10,10,0,10,0,0,1,1,0,1,0,3,1,1,3,0,0
C18132,12,10,0,0,0,1,0,2,0,0,0,1,2,1,1,0,1,3
C18134,12,0,1,0,1,0,0,0,1,0,1,0,4,0,2,1,0,3
C18135,12,10,5,0,5,1,1,2,1,0,1,1,2,3,2,2,1,0
C18136,12,10,10,10,7,0,5,1,3,2,2,0,5,3,1,7,0,2
C18137,12,10,5,0,5,1,0,3,1,0,1,1,3,2,1,2,1,3
C18138,10,10,10,4,7,0,10,1,4,4,3,0,3,3,1,5,0,2
C18139,12,10,0,0,0,5,0,4,0,0,0,4,5,2,2,0,2,1
C18140,12,10,5,2,3,0,0,1,1,1,1,0,3,1,1,2,0,3
C18141,12,10,9,1,8,0,0,1,2,1,1,0,3,2,1,3,0,0
C18142,12,6,5,0,5,0,0,1,1,0,1,0,4,1,1,2,0,3
C18143,12,7,4,4,0,0,2,1,2,2,0,0,4,2,1,1,0,3
C18144,12,10,9,1,8,0,6,1,3,1,2,0,3,3,1,3,0,0
C18145,12,10,10,8,7,0,0,1,4,3,3,0,4,3,1,5,0,2
C18146,12,10,2,2,0,0,0,3,1,1,0,0,3,1,2,1,0,3
C18147,12,10,10,3,10,1,0,3,3,1,3,1,3,2,3,7,1,2
C18148,12,0,10,0,10,0,0,0,1,0,1,0,3,1,2,3,0,0
C18149,12,10,5,0,5,0,1,1,1,0,1,0,4,1,1,2,0,0
C18150,12,10,10,0,10,0,10,1,1,0,1,0,3,1,1,3,0,0
C18151,11,10,0,0,0,3,0,3,0,0,0,1,4,2,1,0,2,3
C18152,12,10,8,5,7,0,0,2,2,1,2,0,3,2,1,5,0,0
C18153,12,5,4,2,2,0,0,1,1,1,1,0,2,1,1,1,0,3
C18154,9,2,2,2,0,0,0,1,1,1,0,0,3,0,2,1,0,3
C18155,10,10,6,0,6,0,0,1,1,0,1,0,2,1,1,2,0,0
